id,title,department,required_skills,experience_level,min_experience_years
2087,"Tester","Marketing","{Docker,Data Bricks,Node.js,Affinity}",Mid,4
2088,"Backend Developer","Infrastructure","{Next.js,Photoshop,Terraform,Python}",Lead,8
2089,"Tester","Data & AI","{AWS,Framer,TensorFlow,Tailwind CSS,Python,Vue.js}",Mid,3
2090,"Backend Developer","Marketing","{Docker,GSAP,After Effects,TypeScript,Python,Sass}",Senior,6
2091,"UI/UX Designer","Engineering","{Pandas,Vue.js,Sass}",Junior,1
2092,"Data Scientist","Design","{Terraform,Data Bricks,Vue.js,Blender,Tailwind CSS,GraphQL}",Mid,3
2093,"Game Developer","Product","{Next.js,AWS,Python,TypeScript,GraphQL,Affinity}",Lead,8
2094,"DevOps Specialist","Engineering","{TypeScript,Kubernetes,Pandas,PostgreSQL}",Junior,0
2095,"Full Stack Engineer","Data & AI","{AWS,Pandas,Blender,Affinity,Photoshop}",Senior,5
2096,"Mobile Developer","Developer","{Data Bricks,TensorFlow,GSAP,Docker}",Junior,1
2097,"AI & ML Engineer","Marketing","{After Effects,Framer,TensorFlow,React}",Junior,1
2098,"UI/UX Designer","Developer","{Next.js,Pandas,Go,After Effects,Terraform}",Lead,11
2099,"Site Reliability Engineer","Design","{Python,Docker,Affinity}",Lead,11
2100,"Site Reliability Engineer","Engineering","{After Effects,GraphQL,Node.js,Next.js,Kubernetes}",Senior,5
